Account_Length,Vmail_Message,Day_Mins,Eve_Mins,Night_Mins,Intl_Mins,CustServ_Calls,Churn,Intl_Plan,Day_Calls,Eve_Calls,Night_Calls,Intl_Calls,State
148,25,230.7,233.8,215.8,13.5,3,0,0,102,109,90,2,14
141,0,151.5,242.2,304.2,10.8,1,0,0,104,114,109,2,47
56,0,146.1,196.2,310.1,9.2,0,0,0,57,97,110,3,32
160,0,256.0,187.4,119.1,11.5,3,0,0,111,61,81,4,20
43,35,200.2,244.4,207.2,11.6,3,0,0,105,88,97,4,45
42,0,150.7,246.7,103.8,7.0,2,0,0,52,96,118,4,26
135,0,186.0,66.0,213.1,12.9,1,0,1,107,94,105,4,6
106,0,212.9,187.0,128.1,6.3,3,0,0,110,69,71,3,1
106,0,194.8,213.4,190.8,11.5,0,0,0,133,73,92,7,49
83,30,272.5,253.0,180.8,8.7,3,0,0,105,83,123,6,24
110,0,135.1,205.2,166.3,11.7,1,0,0,109,99,119,4,28
31,0,165.4,203.7,201.7,8.2,1,0,0,84,107,65,1,9
110,0,271.1,237.0,239.9,9.8,2,1,0,108,122,122,5,44
124,0,253.5,117.9,248.5,14.0,0,0,0,104,123,104,2,3
122,0,168.3,87.6,247.2,8.4,1,0,0,96,91,87,6,17
137,0,104.7,249.8,192.3,8.9,1,0,0,115,144,99,2,1
69,0,135.4,238.1,195.6,10.6,1,0,0,101,124,102,2,15
103,0,158.7,198.4,181.1,10.5,1,0,0,90,117,76,4,9
16,0,144.8,164.9,231.5,8.2,2,0,0,84,141,75,4,32
119,0,98.8,146.9,190.7,10.0,3,0,0,97,68,105,4,1
124,0,157.8,203.2,168.7,10.0,3,1,1,71,114,82,2,23
122,37,163.0,312.8,200.0,11.6,1,0,0,107,118,85,5,34
67,0,129.0,188.0,235.0,11.2,2,0,0,78,116,102,3,16
84,0,86.0,260.7,98.6,8.9,1,0,0,83,86,109,4,49
101,17,193.9,189.8,196.3,12.6,0,0,0,71,81,97,7,13
40,0,109.4,244.7,276.9,7.1,0,0,0,107,102,123,7,18
61,0,188.9,153.6,213.3,10.2,2,0,0,105,116,106,2,22
120,0,179.9,170.0,190.6,13.8,1,1,1,72,98,89,2,42
95,0,183.4,281.3,105.2,8.2,1,0,0,98,95,113,8,4
114,0,169.2,149.9,196.9,4.6,2,0,0,96,83,119,4,18
68,29,195.5,171.6,204.0,13.5,1,1,1,113,96,85,9,14
149,20,264.4,219.6,200.4,11.3,2,0,0,102,123,89,3,1
22,0,207.7,210.6,238.2,9.6,0,0,0,116,99,88,5,6
152,0,141.5,263.0,207.1,3.4,2,0,0,102,94,113,4,43
118,0,154.8,244.0,159.6,12.8,0,0,0,71,73,81,4,45
101,0,133.5,219.6,210.0,11.7,1,0,1,51,96,74,4,24
102,0,273.2,211.1,203.7,13.1,2,1,0,85,82,129,7,26
118,0,224.6,225.9,269.0,12.5,2,0,0,94,120,105,8,28
105,0,273.8,289.7,269.1,5.8,2,1,0,97,106,126,3,9
153,0,159.5,275.5,176.7,10.1,1,1,0,103,90,126,2,48
71,0,104.0,197.0,110.1,14.6,0,0,0,92,125,123,8,17
71,31,115.4,217.4,239.9,13.1,1,0,0,90,78,102,4,20
68,0,222.1,199.4,162.4,9.4,2,0,0,107,102,107,3,15
66,0,116.4,95.6,181.5,10.5,3,0,0,98,74,94,3,19
116,0,129.4,157.3,215.5,13.3,0,0,0,84,89,77,3,46
54,33,161.8,273.0,153.9,13.7,0,0,0,73,58,76,4,6
112,29,198.8,238.6,289.5,11.5,1,0,0,122,114,69,5,45
122,45,147.8,147.4,203.5,14.0,1,0,0,85,93,110,5,25
74,0,262.3,198.9,165.9,6.6,3,0,0,114,96,90,5,0
90,0,246.4,160.3,170.9,7.6,1,0,0,83,88,99,7,50
114,0,187.8,154.6,213.9,10.1,2,0,0,109,97,102,3,35
83,0,259.7,152.7,224.7,10.2,0,0,0,106,116,92,2,39
157,0,180.4,194.0,227.3,8.4,0,0,1,123,98,88,5,50
51,0,51.8,230.2,227.5,10.4,2,0,0,107,104,118,4,37
42,0,303.9,232.2,147.1,5.8,1,1,0,106,54,76,3,33
101,36,123.7,172.6,280.5,8.8,1,1,0,125,106,127,4,28
112,0,206.2,164.5,140.3,12.6,3,0,0,122,94,101,7,37
56,0,164.3,233.7,187.3,11.8,2,0,0,92,107,104,1,28
64,22,200.4,131.1,230.7,7.6,1,0,0,80,84,67,5,49
68,30,122.9,233.5,199.5,9.6,2,0,0,93,91,144,2,13
40,0,220.8,265.7,212.8,6.4,0,0,1,100,106,94,3,6
132,0,214.6,251.7,240.8,13.9,0,0,0,78,98,88,2,32
120,0,202.0,184.3,176.0,7.4,2,1,1,123,78,89,2,6
161,0,297.9,238.1,240.5,8.9,1,1,0,141,107,93,5,40
130,0,212.8,189.8,170.1,10.6,0,1,0,102,137,105,4,40
122,0,145.6,284.7,228.2,12.2,0,0,0,102,111,91,5,34
130,19,152.9,213.2,205.3,10.8,2,0,0,87,99,114,6,26
139,25,138.3,80.6,163.7,8.3,0,0,0,96,79,83,8,29
127,0,247.5,108.5,232.0,10.6,2,0,1,99,118,72,3,50
107,0,294.9,192.8,148.1,13.2,1,1,0,71,78,87,5,20
177,0,175.4,155.3,179.4,11.5,1,0,0,99,83,86,3,36
121,0,179.4,143.0,116.3,11.2,1,0,0,70,93,113,5,41
99,39,126.8,293.6,174.1,8.4,0,0,1,94,115,91,4,40
126,0,239.7,281.7,183.5,11.4,1,1,1,87,92,113,1,34
21,0,91.9,198.4,171.7,13.0,2,0,0,109,111,125,7,49
56,0,210.4,176.6,149.7,15.5,1,0,0,80,96,56,4,47
92,29,201.3,203.7,129.9,6.4,1,1,0,130,115,113,6,13
81,0,145.6,287.9,181.7,9.2,2,0,0,59,131,121,4,23
139,31,203.5,200.3,214.0,13.4,1,1,1,82,72,112,6,43
68,0,232.4,153.3,214.6,10.5,1,0,0,76,103,107,2,3
183,8,86.5,285.2,180.4,8.7,2,0,0,119,97,133,2,8
90,0,109.9,220.8,104.0,10.9,0,0,0,102,114,133,6,5
165,0,156.0,276.1,175.9,9.3,1,0,0,88,81,94,5,48
59,0,195.0,198.5,304.3,14.8,0,0,0,58,88,110,9,31
16,0,110.0,147.3,190.5,6.4,0,0,1,91,75,73,7,14
113,0,156.0,256.8,175.3,11.9,2,0,0,141,72,123,5,12
120,0,98.2,186.7,146.7,9.3,2,0,0,99,85,96,4,10
115,0,210.6,153.1,262.2,11.0,0,0,0,120,84,79,5,0
37,0,239.9,261.6,207.1,8.9,2,1,0,120,88,88,4,4
100,0,159.9,179.9,154.4,11.6,2,1,1,94,95,102,2,23
38,36,115.4,166.2,184.7,15.2,2,0,0,98,83,79,6,17
1,0,123.8,236.2,73.2,3.7,0,0,0,113,77,81,2,40
97,15,117.6,196.3,157.4,6.4,1,0,0,97,126,113,3,26
55,28,105.3,197.4,187.5,8.6,2,0,0,82,109,91,6,17
75,0,111.7,237.3,253.5,13.1,1,0,0,121,119,110,6,49
83,0,159.3,202.3,229.0,9.5,2,0,0,104,98,73,3,13
101,21,238.0,209.6,233.0,10.0,2,0,0,88,84,95,5,19
120,40,128.1,247.7,199.7,15.6,0,0,0,99,78,121,3,20
183,31,171.2,193.6,196.5,10.2,1,0,0,104,74,85,4,41
80,0,220.0,207.7,168.4,12.1,2,0,0,114,76,137,3,17
88,0,55.6,242.7,176.3,11.3,0,0,0,65,121,134,4,13
112,23,286.6,315.3,193.9,10.3,1,0,0,79,102,101,6,34
63,0,207.6,229.0,162.6,13.3,1,0,0,96,112,131,2,32
92,0,197.2,242.3,192.0,11.0,2,0,0,113,116,76,5,13
177,0,175.7,168.6,198.9,14.6,1,0,0,120,90,110,4,50
118,0,205.2,184.8,176.1,7.0,0,0,0,115,137,115,6,32
111,13,193.1,111.6,227.4,12.1,1,0,0,104,98,94,4,11
82,34,232.6,153.2,286.7,4.7,3,0,0,121,115,77,3,13
74,0,102.7,149.3,188.1,11.0,0,0,0,89,100,114,5,27
131,0,197.0,201.0,151.2,11.6,1,0,0,79,114,111,5,10
125,0,169.3,156.0,210.8,11.6,2,0,0,90,138,106,6,1
19,0,201.5,129.2,220.6,12.9,1,0,0,123,110,98,4,21
138,0,251.0,91.2,142.2,13.8,3,0,0,119,96,87,3,45
119,0,230.4,225.0,198.5,7.6,3,0,0,117,101,111,6,13
137,0,109.8,230.5,255.8,11.9,1,0,0,120,86,103,6,34
182,0,279.5,203.2,174.2,10.7,2,1,0,118,113,101,4,27
134,38,214.4,211.7,165.0,10.0,1,0,0,93,57,79,8,11
45,0,96.1,246.8,229.7,9.7,1,0,0,103,134,92,4,7
129,0,101.4,249.1,157.6,7.1,1,0,0,145,116,107,6,42
130,45,174.5,217.5,220.3,12.2,1,0,0,120,95,67,2,20
163,23,224.0,233.5,293.9,8.8,1,0,0,126,89,104,4,18
119,0,109.2,153.1,240.0,9.8,2,0,0,96,80,102,5,9
78,0,220.0,179.9,188.2,11.5,0,0,0,95,121,109,5,50
92,0,181.4,164.5,171.0,10.9,2,0,0,98,98,110,4,29
146,11,180.7,173.7,231.5,10.1,2,0,0,82,90,89,4,50
125,32,96.5,145.8,174.4,9.4,1,0,0,109,109,82,2,37
88,0,183.5,170.5,193.8,8.3,3,0,0,93,80,88,5,15
83,38,107.9,140.4,253.6,10.5,0,0,0,90,94,79,2,20
3,0,161.0,244.9,180.8,7.7,1,0,1,96,82,103,6,42
152,41,146.8,285.6,213.6,4.3,1,1,1,128,96,80,2,49
48,0,149.2,161.9,197.9,8.3,3,0,0,146,109,109,2,47
189,0,227.8,169.5,201.1,5.6,3,0,0,124,112,91,4,25
95,23,160.3,202.4,191.1,7.4,0,0,0,87,101,122,3,35
129,0,137.8,225.8,145.2,10.2,1,1,0,120,110,95,6,15
66,40,141.7,268.3,241.3,8.5,0,0,0,87,89,68,7,5
80,22,196.4,150.3,176.2,9.3,0,0,0,115,109,75,1,43
1,0,175.2,151.7,230.5,5.3,1,0,0,74,79,109,3,0
84,0,146.8,171.7,234.5,9.9,1,0,0,133,73,69,3,49
96,0,173.9,287.4,204.8,9.1,1,0,0,111,105,91,7,19
123,34,305.2,156.5,280.0,13.2,1,0,0,80,109,81,7,42
116,29,162.3,279.3,192.7,11.7,3,1,1,91,79,131,2,13
105,0,150.0,293.8,250.7,10.3,3,0,1,106,123,65,7,8
80,0,197.5,206.9,163.6,11.3,1,0,0,114,119,109,4,45
157,0,240.2,153.0,249.0,10.2,2,0,0,67,98,72,6,26
67,30,186.2,286.7,164.3,12.9,2,0,0,117,76,113,3,13
141,39,116.9,276.5,289.9,12.3,0,0,0,127,88,125,2,15
79,17,236.7,263.5,259.6,12.0,1,0,0,95,56,107,4,20
76,0,173.2,131.2,170.9,5.4,0,0,0,93,80,104,3,25
111,0,152.2,137.2,185.9,9.8,0,0,0,114,102,97,3,47
94,0,181.3,182.4,180.6,6.7,0,0,0,135,108,103,2,35
109,0,175.4,250.7,289.3,9.8,1,0,0,125,87,74,9,2
138,0,87.6,266.9,214.6,9.8,2,0,0,112,107,104,10,3
148,21,262.9,149.5,140.5,8.1,1,0,0,135,96,109,4,1
103,0,160.8,155.8,254.3,8.5,1,0,0,91,82,103,3,29
143,22,141.8,167.3,178.1,7.8,1,0,0,116,99,130,3,26
79,32,50.6,201.4,146.8,4.2,2,0,0,62,87,121,4,23
89,0,134.9,156.0,197.5,10.2,1,0,0,59,152,112,5,33
120,0,252.1,226.1,155.6,13.8,1,0,0,110,103,83,3,4
121,41,215.5,241.8,147.0,9.6,1,0,0,95,92,108,3,44
101,0,124.8,257.2,193.2,13.4,0,0,0,66,85,115,4,14
115,0,178.7,271.0,245.9,16.4,2,0,0,114,96,94,5,7
168,0,183.2,179.2,292.8,9.9,2,0,0,131,73,100,5,15
90,0,167.5,139.1,138.4,13.0,1,0,0,96,104,87,1,32
70,0,147.1,200.0,234.9,12.5,3,0,0,105,135,65,9,25
138,0,230.1,212.0,174.9,13.2,1,0,0,107,120,119,4,46
43,0,135.8,163.2,229.8,12.6,0,0,0,125,88,106,3,46
117,20,205.7,136.1,159.4,8.7,2,0,0,98,107,147,3,44
108,0,73.8,143.4,170.2,10.9,2,0,0,105,114,98,3,17
118,0,189.3,233.5,270.9,10.0,2,0,0,119,112,104,1,45
169,0,147.2,161.9,142.1,7.2,3,0,0,115,123,103,6,35
62,42,137.3,184.2,231.4,10.2,0,0,0,95,94,70,3,3
44,0,204.6,205.2,164.6,10.7,0,0,0,117,94,84,5,45
127,19,129.7,160.8,265.0,12.2,2,0,0,115,101,63,3,19
151,0,198.7,209.5,281.9,12.4,0,0,1,70,106,126,4,14
53,0,145.1,233.7,208.7,7.9,2,0,0,116,82,95,5,18
15,0,135.2,152.5,224.8,8.4,2,0,0,101,79,83,5,24
123,28,124.7,250.4,216.4,7.8,1,0,0,105,78,128,8,7
137,0,215.9,145.4,186.9,12.1,1,0,0,76,118,129,4,38
106,0,119.2,228.4,197.9,8.4,2,0,0,142,139,61,9,42
88,0,144.3,156.4,214.7,7.8,3,0,0,116,74,90,10,31
106,0,235.2,220.6,236.3,11.8,1,0,0,121,87,91,4,45
95,0,174.0,281.1,197.2,9.7,0,0,0,57,118,94,2,42
57,0,115.0,122.3,245.0,6.4,0,1,1,65,96,75,1,31
184,0,151.7,178.5,229.1,13.1,2,0,0,93,77,111,8,47
109,0,153.1,234.1,329.2,9.9,3,0,0,102,77,74,9,2
127,0,218.6,149.9,204.6,9.2,2,0,0,93,130,131,5,48
82,0,265.2,178.7,174.7,10.7,2,0,0,122,102,90,9,47
180,0,143.3,180.5,184.2,10.1,1,0,0,134,113,87,4,39
174,0,190.3,252.7,220.6,7.2,2,0,0,98,70,97,9,21
92,0,184.7,262.0,239.5,12.3,2,1,0,60,73,120,6,5
125,0,113.0,169.2,156.6,9.2,2,1,0,108,107,61,5,39
119,0,294.2,232.5,195.0,9.0,0,1,0,100,53,64,1,6
122,0,215.6,167.8,207.0,6.4,3,0,0,86,59,67,8,27
34,0,128.8,208.7,202.1,14.0,1,0,0,80,93,103,7,50
138,28,211.2,312.5,178.0,10.7,3,1,1,117,98,118,2,37
90,24,71.2,181.6,186.9,12.9,1,0,0,82,103,111,1,9
73,0,94.9,253.2,175.1,14.2,2,0,0,121,83,86,2,17
19,0,259.4,269.7,175.3,9.5,1,1,0,116,109,130,3,40
120,28,215.8,285.2,192.1,6.9,1,0,0,123,76,78,3,47
160,0,97.5,268.1,255.3,13.2,3,0,0,113,69,62,4,26
141,0,146.5,169.9,238.8,8.2,0,0,0,121,125,112,5,38
90,0,157.9,234.0,210.0,12.2,2,0,0,72,93,86,5,19
72,0,139.9,223.6,240.8,12.7,2,0,0,117,96,93,4,46
117,21,153.2,263.3,135.0,11.9,1,0,0,112,110,85,7,23
79,0,103.5,319.3,239.9,8.4,2,0,1,134,111,124,4,14
87,0,185.8,192.3,200.0,6.6,1,0,0,119,83,96,4,2
49,0,236.6,220.9,146.8,8.9,1,0,0,91,146,114,2,26
107,0,167.3,163.9,185.9,6.7,2,0,0,100,79,100,5,5
190,0,182.2,212.3,233.0,9.3,2,0,0,101,95,123,4,27
118,0,113.0,150.1,204.3,10.8,2,0,0,80,87,115,4,47
120,0,185.7,235.1,256.4,16.9,0,0,0,133,149,78,6,42
94,0,136.2,165.1,137.9,9.6,0,0,0,114,118,71,5,2
115,29,222.6,190.3,201.2,11.5,1,0,0,81,109,87,2,7
61,0,197.3,264.5,210.5,9.0,1,0,0,67,106,116,6,23
143,33,141.4,186.4,210.0,7.7,1,0,0,130,114,111,6,12
104,0,118.5,177.8,255.7,12.1,1,0,0,92,109,98,4,28
16,0,153.2,229.7,148.2,10.7,1,0,0,65,90,94,8,26
183,0,108.3,183.6,176.6,13.5,0,0,0,87,116,109,2,14
147,0,168.6,187.7,216.5,14.4,2,0,0,92,107,95,8,7
58,0,247.2,303.7,105.4,9.3,2,1,0,116,103,94,2,17
102,0,224.2,243.3,147.8,12.0,3,0,1,81,90,66,8,25
123,0,166.9,221.8,243.9,12.8,3,0,0,98,77,114,4,42
64,43,118.4,144.1,158.1,8.5,1,0,0,100,108,91,6,12
103,0,190.9,226.6,230.1,7.8,2,0,0,62,53,96,3,0
152,0,317.8,152.9,123.4,10.4,1,1,0,60,100,63,7,23
124,0,312.0,180.0,168.6,12.8,1,1,0,112,109,94,4,49
97,0,146.0,203.0,151.8,13.3,1,0,0,121,141,120,2,37
131,0,131.6,179.3,251.2,15.5,1,1,0,95,109,129,3,25
157,0,185.1,213.0,196.1,8.5,2,0,0,92,85,85,5,23
194,0,193.3,169.0,225.2,11.8,0,0,0,106,150,122,4,10
66,0,146.4,196.5,230.1,7.8,1,0,0,107,99,106,2,7
155,0,71.2,304.4,183.3,8.6,0,0,0,90,119,103,4,10
116,0,205.0,140.9,272.6,7.5,2,0,0,90,114,96,4,36
63,0,128.7,240.8,237.7,12.8,1,0,0,78,133,121,6,36
64,0,216.9,211.0,179.8,11.4,3,0,0,78,115,116,5,10
96,0,150.0,218.5,212.4,9.8,3,0,0,122,116,89,1,31
53,0,164.1,206.0,194.7,11.4,1,0,0,106,56,124,2,23
105,0,212.0,226.6,193.6,8.9,3,0,0,113,128,114,7,21
53,37,167.3,194.7,236.7,12.0,2,0,0,99,99,112,9,22
101,0,154.4,217.2,185.4,13.9,1,0,0,130,101,52,4,26
129,30,177.3,211.8,240.2,9.3,3,0,0,95,102,108,7,29
122,0,231.2,267.8,240.3,8.8,1,1,0,141,136,100,5,28
93,0,149.6,200.7,181.2,14.3,0,0,0,120,85,107,9,46
25,0,264.9,281.2,166.1,8.4,1,1,0,80,66,80,4,1
73,0,122.0,138.3,224.2,5.8,1,0,0,92,114,128,5,7
120,0,177.2,270.4,231.5,14.0,2,0,0,88,99,90,2,28
196,0,133.1,206.5,221.6,10.3,1,0,0,80,120,96,8,42
97,0,225.1,279.5,233.8,8.8,0,1,0,90,127,103,4,8
148,0,208.4,174.4,310.7,11.2,1,0,0,120,99,105,4,34
85,30,173.1,247.2,158.7,11.5,1,0,0,107,101,104,5,1
86,0,162.4,167.0,128.9,11.4,2,1,1,131,102,118,2,36
78,13,281.2,178.2,244.2,6.4,2,0,0,93,101,129,5,25
106,0,208.3,169.4,102.0,15.9,3,0,0,89,67,90,4,20
147,38,243.4,273.8,282.9,14.1,2,0,0,126,109,91,8,29
145,0,224.2,314.9,182.9,16.1,1,1,0,89,121,121,3,2
91,0,189.3,239.3,89.7,9.9,3,0,0,100,107,89,3,14
69,37,155.0,142.4,143.7,5.9,1,0,0,98,105,117,4,18
135,0,154.4,203.8,158.7,11.8,0,0,0,130,90,59,3,13
73,0,234.7,195.7,253.4,8.4,2,0,0,102,110,71,8,17
48,0,240.0,141.0,128.9,7.1,1,0,0,88,117,137,9,22
125,0,298.4,270.5,107.3,12.2,0,1,1,78,142,84,2,30
100,0,166.0,236.1,134.3,10.9,1,0,0,102,97,93,4,49
165,33,111.6,213.3,267.6,16.0,0,0,0,140,111,115,3,37
64,0,174.5,180.2,179.0,10.7,2,0,0,98,103,89,2,41
116,27,175.5,210.6,294.8,6.9,1,0,1,137,60,121,5,20
147,35,157.5,189.6,227.0,11.1,3,1,1,109,67,76,2,28
115,0,206.2,176.4,297.1,11.0,1,0,0,113,102,119,7,42
134,0,258.8,129.5,193.6,10.9,2,0,0,85,114,106,7,44
105,0,226.9,182.2,203.9,11.6,0,1,0,106,77,107,2,22
88,0,152.9,171.2,257.0,12.0,2,0,0,119,107,106,5,2
90,27,156.7,236.5,123.2,12.6,2,0,0,51,118,111,6,43
86,0,150.8,295.9,247.2,12.5,1,0,0,85,88,104,1,0
141,32,322.4,283.2,209.5,6.7,1,1,0,92,107,111,3,30
148,0,153.6,262.1,225.5,9.8,2,0,0,148,87,99,3,32
163,22,215.1,138.9,146.2,12.4,2,0,0,91,102,109,2,23
89,35,174.4,196.7,127.4,11.8,1,0,0,108,100,74,3,12
63,0,180.5,230.0,232.5,10.6,0,0,0,126,98,73,3,39
102,0,123.1,182.0,244.6,12.6,2,0,0,106,102,75,7,1
76,0,165.7,257.4,170.8,10.0,1,0,0,94,80,114,4,27
104,0,200.2,118.7,236.6,6.0,2,0,0,92,87,65,6,41
109,0,154.8,287.7,208.4,5.9,3,0,0,82,109,80,9,26
105,0,125.4,261.5,241.6,11.4,2,0,0,116,95,104,9,11
63,33,184.2,312.6,264.0,12.2,1,0,0,111,89,55,4,26
105,24,274.7,193.5,299.6,10.8,3,0,0,99,118,109,3,17
68,39,142.0,241.6,302.0,11.3,1,0,1,140,89,72,5,7
63,21,151.5,147.8,210.4,10.0,1,0,1,99,89,114,4,5
74,0,124.8,133.0,160.3,10.6,3,0,0,114,121,85,7,22
76,0,179.2,222.9,188.2,12.4,0,0,0,85,66,113,2,1
91,0,246.4,182.0,157.6,12.1,2,1,1,110,98,106,2,16
116,0,288.0,255.8,233.4,13.4,0,1,0,120,90,99,4,40
131,23,170.8,236.7,294.5,12.7,1,0,0,145,93,100,1,5
84,0,216.1,197.5,217.8,9.8,1,0,0,114,107,104,3,23
104,0,138.7,215.4,164.3,4.9,2,0,0,100,58,98,4,50
108,0,210.7,238.7,253.6,9.2,3,0,0,112,73,90,5,9
111,0,181.8,158.1,266.2,9.7,0,0,0,117,91,123,9,34
155,30,61.6,255.1,225.9,12.4,1,0,0,103,110,96,5,36
66,0,207.7,196.7,261.7,6.8,1,0,0,85,112,83,3,21
64,0,219.2,167.0,161.4,10.0,1,0,0,73,65,119,5,29
69,0,227.0,258.7,169.7,8.9,2,0,0,122,111,87,1,35
116,0,245.9,240.1,158.7,8.9,3,0,0,73,87,89,5,6
101,0,257.3,184.8,108.9,13.5,0,0,0,84,115,109,7,7
197,0,233.9,218.9,182.9,9.5,0,0,0,96,111,109,3,12
50,0,99.6,308.7,161.2,13.7,2,1,1,108,102,62,6,45
188,26,198.8,166.6,198.5,14.4,1,1,1,115,67,118,3,32
85,0,116.2,229.7,204.2,10.1,3,0,1,86,127,109,3,9
103,0,255.9,140.9,308.9,12.1,1,1,1,128,92,130,2,39
136,27,187.7,221.0,145.7,10.0,3,0,0,84,147,110,4,31
155,21,195.9,213.9,88.2,8.6,0,0,0,91,84,111,4,29
116,12,221.0,151.0,179.0,9.0,2,0,0,108,118,80,6,50
152,0,140.5,186.8,227.0,9.5,2,0,0,92,96,89,5,40
65,0,277.9,155.8,256.9,9.2,0,1,1,123,112,71,10,25
180,0,224.9,250.0,216.1,6.7,3,1,0,105,101,73,5,28
67,0,109.1,217.4,188.4,12.8,0,0,0,117,124,141,6,14
60,0,207.8,123.5,291.6,5.7,0,0,0,109,112,115,9,37
138,0,205.9,257.1,209.0,12.1,0,0,0,96,94,63,8,44
25,0,242.6,209.0,219.7,14.4,2,0,0,69,117,82,6,21
145,0,229.6,138.1,250.8,3.3,1,0,0,82,103,109,3,50
122,28,166.0,233.9,170.1,7.7,2,0,0,62,88,84,3,48
121,0,144.8,200.6,208.8,13.3,0,1,0,126,82,81,9,40
55,0,106.1,123.5,96.4,12.9,0,0,1,77,100,92,3,7
77,0,221.8,166.0,210.2,13.2,1,0,0,84,125,72,4,6
12,0,204.6,212.5,182.1,9.8,2,0,0,98,90,95,7,37
64,0,213.5,166.6,122.0,14.1,3,0,0,93,114,78,3,37
92,44,152.0,274.9,162.4,10.0,2,0,0,95,73,121,1,33
125,29,260.8,163.7,271.7,17.0,1,1,1,81,112,117,6,23
160,0,166.4,317.0,160.4,10.0,1,0,0,117,129,121,2,36
79,0,177.9,167.3,223.7,15.2,0,0,0,83,84,142,8,16
36,0,235.1,196.8,259.7,7.0,3,0,0,97,104,110,7,39
102,0,186.8,173.7,250.9,9.7,2,0,0,92,123,131,4,7
138,0,268.4,174.4,193.5,11.6,1,0,1,81,115,96,4,14
164,0,192.1,249.8,132.6,7.3,3,0,0,95,94,100,3,44
125,0,240.7,269.4,187.1,10.1,0,1,0,82,85,74,3,23
72,0,179.9,149.8,168.2,9.8,2,0,0,113,112,79,7,48
74,0,314.1,222.4,259.0,12.3,3,1,0,86,99,121,5,22
134,41,162.0,324.7,160.1,11.9,0,0,0,82,77,112,5,22
145,0,175.8,274.3,226.6,12.4,1,0,0,89,119,69,4,19
136,0,109.4,207.5,135.0,11.6,0,0,0,91,111,107,5,1
66,0,208.7,173.3,264.7,8.3,3,0,1,84,88,107,3,48
152,20,214.6,96.6,170.7,7.9,1,0,0,108,82,145,5,46
72,0,141.3,134.9,227.5,11.2,2,0,0,133,96,97,3,37
125,0,206.0,198.1,135.9,13.2,0,0,0,128,71,116,3,49
132,0,291.2,234.2,191.7,8.9,1,1,0,104,132,87,3,22
193,31,71.2,124.7,155.5,11.7,0,0,0,58,105,108,3,21
63,0,261.8,245.0,202.1,14.7,0,1,0,69,135,94,4,49
124,0,191.3,261.5,182.3,10.0,1,0,0,134,113,111,3,29
144,0,133.3,255.5,228.6,11.6,0,0,0,101,127,68,2,7
116,24,183.6,203.8,166.9,6.0,2,0,0,138,90,89,3,30
189,30,155.2,195.5,170.1,15.4,1,0,0,116,50,108,6,20
97,28,283.1,185.4,312.8,6.1,1,0,0,93,98,78,8,30
137,50,186.5,178.0,215.6,12.1,2,0,0,94,106,100,4,49
142,38,163.3,136.0,249.1,4.3,0,0,0,104,114,127,6,14
84,0,203.4,182.9,213.7,13.8,1,0,0,125,88,121,2,36
119,19,178.1,212.8,226.3,10.0,1,0,0,110,100,123,6,30
158,0,195.9,89.1,302.2,10.3,1,0,0,103,95,82,3,22
50,0,295.3,127.4,166.8,9.6,1,0,0,127,100,105,6,28
98,0,136.1,156.3,158.8,10.1,2,0,0,82,118,83,5,18
101,24,114.1,161.5,176.3,13.0,2,0,0,95,86,90,9,11
51,0,169.3,139.5,197.0,12.0,0,0,0,111,69,87,3,49
117,0,214.4,138.0,148.7,9.9,2,0,0,94,149,102,1,27
92,0,255.8,142.7,181.2,11.7,0,0,1,125,111,101,3,38
122,0,119.3,223.9,211.9,8.7,2,0,0,93,103,122,4,50
156,27,192.3,199.9,244.2,14.8,1,0,0,137,115,112,8,31
127,0,245.2,217.2,243.1,13.9,0,1,0,91,92,128,6,31
145,30,175.3,153.3,233.6,11.1,1,0,1,107,116,85,3,25
90,26,169.0,188.8,213.3,13.3,0,1,1,104,104,76,3,43
109,0,184.1,211.7,243.0,9.9,1,0,0,143,105,116,2,13
88,0,181.9,151.5,143.0,7.5,1,0,0,90,87,100,3,1
101,9,160.1,210.0,139.1,10.8,0,0,0,116,121,65,9,50
171,0,189.8,173.7,257.1,10.3,0,0,0,122,85,84,1,11
21,0,223.2,216.5,214.7,12.4,1,0,0,142,114,111,2,45
145,31,216.0,225.1,234.7,10.7,2,0,0,94,123,109,1,49
90,0,198.5,266.6,243.3,8.0,2,0,0,124,100,80,7,8
33,0,159.5,195.4,102.4,7.1,1,0,0,115,118,86,7,4
61,40,105.0,180.6,174.1,10.2,2,1,0,78,100,115,2,38
107,0,204.5,162.4,155.0,13.4,3,0,0,108,110,102,1,5
147,0,274.0,231.8,283.6,6.2,0,1,0,92,82,83,1,20
117,0,158.7,181.7,177.3,7.7,2,0,0,84,91,67,10,1
95,0,229.9,202.4,171.4,14.2,1,0,0,116,110,105,6,1
186,0,137.8,187.7,146.4,8.7,1,0,0,97,118,85,6,16
128,0,179.4,270.4,191.0,7.9,0,0,0,94,92,88,4,22
55,39,139.3,178.3,246.5,8.1,3,0,0,101,117,104,1,0
107,0,206.9,262.4,149.3,10.7,0,0,0,79,117,69,3,40
35,0,179.2,283.3,285.4,5.8,2,0,0,59,101,83,7,36
74,0,177.4,240.3,237.3,12.0,0,0,0,136,104,133,3,48
130,0,115.6,167.8,141.8,12.6,1,0,0,129,104,124,9,15
137,0,237.3,176.7,263.4,14.2,0,1,1,103,84,81,4,14
